product_id,name,description,category,subcategory,brand,price,sku,in_stock,inventory_count,rating,review_count,attributes,date_added,is_featured,is_bestseller
92,LG Premium Video E625,Discuss time however cost where interview return. Hospital offer throw prove many simply everybody. Skill fear throughout race gun agency international.,Electronics,Video,LG,1326.16,ELE-VID-LG-3312,False,54,4.1,163,"{'color': 'Green', 'weight': 2.96, 'dimensions': {'length': 79.0, 'width': 51.6, 'height': 39.9}}",2024-12-09,False,False
93,Microsoft High-Performance Video L837,Well word not side floor little record I. Fact throughout cell prepare brother.,Electronics,Video,Microsoft,401.35,ELE-VID-MIC-9376,False,65,4.6,175,"{'color': 'Red', 'weight': 11.97, 'dimensions': {'length': 71.4, 'width': 7.6, 'height': 72.1}}",2023-10-12,False,False
94,Microsoft Smart Video K832,Listen simple use them possible understand. Share lawyer visit establish main.,Electronics,Video,Microsoft,1326.88,ELE-VID-MIC-4395,False,7,4.0,142,"{'color': 'Red', 'weight': 2.64, 'dimensions': {'length': 13.6, 'width': 49.4, 'height': 31.1}}",2024-02-12,False,False
95,Microsoft Premium Video Z197,Reflect hundred decide later recently use wall. Daughter large international rest right experience. Skill I PM service memory officer.,Electronics,Video,Microsoft,1931.61,ELE-VID-MIC-8221,True,67,3.2,481,"{'color': 'Brown', 'weight': 0.71, 'dimensions': {'length': 61.3, 'width': 42.7, 'height': 66.3}}",2024-11-27,False,False
96,HP Ultra Video W233,Wind all also bed. Raise hope ten three investment stuff. Popular race fine along have.,Electronics,Video,HP,1673.02,ELE-VID-HP-5378,False,79,3.8,44,"{'color': 'Black', 'weight': 3.85, 'dimensions': {'length': 4.4, 'width': 25.2, 'height': 28.4}}",2024-03-26,True,False
97,HP Premium Video C761,Second ball determine. Partner question program sea relationship first stay technology.,Electronics,Video,HP,150.47,ELE-VID-HP-2959,True,33,4.1,408,"{'color': 'Black', 'weight': 14.84, 'dimensions': {'length': 61.9, 'width': 21.0, 'height': 70.2}}",2024-07-14,False,False
98,Logitech Ultra Video T649,Congress none doctor shoulder offer. Thus expect year night. Recently husband debate argue because artist near. Although turn network the.,Electronics,Video,Logitech,1196.29,ELE-VID-LOG-4022,False,17,3.5,130,"{'color': 'Red', 'weight': 7.77, 'dimensions': {'length': 70.0, 'width': 35.6, 'height': 40.8}}",2023-09-04,False,False
99,Logitech Pro Video V236,Couple window against and. Child avoid body you rest. Red huge indeed than sister.,Electronics,Video,Logitech,518.39,ELE-VID-LOG-1895,True,91,4.7,427,"{'color': 'Brown', 'weight': 7.75, 'dimensions': {'length': 52.9, 'width': 21.6, 'height': 35.1}}",2025-04-07,False,False
100,Anker Pro Video L728,Require become add pick side once. Standard lead interesting. Thus history network force and special movie.,Electronics,Video,Anker,1337.66,ELE-VID-ANK-7653,True,91,4.1,74,"{'color': 'Red', 'weight': 16.38, 'dimensions': {'length': 48.5, 'width': 18.5, 'height': 83.5}}",2024-10-04,False,False
101,Anker Ultra Video B789,Medical brother eight girl young. Cost teach scene hundred early old. Exactly movement eat partner.,Electronics,Video,Anker,967.64,ELE-VID-ANK-1500,True,34,3.2,364,"{'color': 'Red', 'weight': 17.3, 'dimensions': {'length': 21.1, 'width': 59.2, 'height': 14.9}}",2024-05-04,False,False
102,Anker Smart Video R227,Eye child thought. The not tend with. Develop newspaper statement still loss.,Electronics,Video,Anker,248.29,ELE-VID-ANK-7684,True,80,4.6,47,"{'color': 'Black', 'weight': 2.03, 'dimensions': {'length': 66.1, 'width': 99.3, 'height': 62.5}}",2023-09-21,False,False
103,Apple Ultra Accessorie R633,Bit head stay store base audience drive.,Electronics,Accessories,Apple,138.5,ELE-ACC-APP-3127,True,87,4.5,12,"{'color': 'Gray', 'weight': 5.31, 'dimensions': {'length': 12.7, 'width': 97.5, 'height': 39.4}}",2024-10-05,False,False
104,Apple Wireless Accessorie I212,Mother feeling be outside.,Electronics,Accessories,Apple,1387.16,ELE-ACC-APP-9431,True,62,4.3,389,"{'color': 'Brown', 'weight': 1.83, 'dimensions': {'length': 46.9, 'width': 46.2, 'height': 99.9}}",2024-09-29,False,False
105,Samsung Compact Accessorie W232,Middle full admit whole bring avoid however. Event four member affect and somebody family character.,Electronics,Accessories,Samsung,1344.04,ELE-ACC-SAM-3379,False,1,3.2,449,"{'color': 'Red', 'weight': 9.81, 'dimensions': {'length': 95.5, 'width': 88.1, 'height': 78.7}}",2023-12-20,False,False
106,Samsung Smart Accessorie R496,Mention thousand pull cover. Party into else.,Electronics,Accessories,Samsung,1801.18,ELE-ACC-SAM-5078,True,62,3.5,398,"{'color': 'Silver', 'weight': 7.56, 'dimensions': {'length': 44.7, 'width': 79.8, 'height': 74.1}}",2024-07-31,False,False
107,Sony Pro Accessorie B457,International car wish. News thought few service pay appear president.,Electronics,Accessories,Sony,1276.72,ELE-ACC-SON-4445,True,43,4.5,475,"{'color': 'Black', 'weight': 11.44, 'dimensions': {'length': 46.4, 'width': 24.8, 'height': 6.8}}",2024-01-08,False,False
108,Sony Compact Accessorie R782,Eight six method health unit. Travel each style what avoid phone window. Kid throw and as.,Electronics,Accessories,Sony,1282.56,ELE-ACC-SON-6128,False,22,3.9,458,"{'color': 'White', 'weight': 8.64, 'dimensions': {'length': 22.9, 'width': 44.7, 'height': 60.3}}",2025-03-07,False,False
109,Dell High-Performance Accessorie X954,Per talk large spend chair TV. Fall hospital wait always physical end outside.,Electronics,Accessories,Dell,132.69,ELE-ACC-DEL-9399,False,57,4.0,267,"{'color': 'Silver', 'weight': 16.94, 'dimensions': {'length': 81.5, 'width': 66.4, 'height': 4.3}}",2024-07-22,False,True
110,Dell High-Performance Accessorie J688,Read treatment wide whatever key. Police able upon side mention into. Natural firm in window wrong identify.,Electronics,Accessories,Dell,1137.25,ELE-ACC-DEL-6529,True,43,4.6,291,"{'color': 'White', 'weight': 9.87, 'dimensions': {'length': 62.3, 'width': 68.2, 'height': 18.4}}",2024-01-06,False,False
111,Bose High-Performance Accessorie H981,Impact season need today source wish. Toward agent project picture compare. Defense former garden window gun my require young.,Electronics,Accessories,Bose,368.64,ELE-ACC-BOS-2064,True,1,4.0,375,"{'color': 'Silver', 'weight': 12.14, 'dimensions': {'length': 49.3, 'width': 98.3, 'height': 50.7}}",2024-01-20,False,False
112,Bose High-Performance Accessorie Y410,Building want teacher.,Electronics,Accessories,Bose,179.72,ELE-ACC-BOS-7801,True,9,4.5,413,"{'color': 'White', 'weight': 15.86, 'dimensions': {'length': 57.0, 'width': 61.6, 'height': 80.8}}",2025-01-04,False,False
113,LG Smart Accessorie N674,Game people popular citizen him along stuff. Middle force improve direction.,Electronics,Accessories,LG,1612.95,ELE-ACC-LG-1052,True,89,3.3,394,"{'color': 'White', 'weight': 3.99, 'dimensions': {'length': 51.8, 'width': 99.9, 'height': 43.3}}",2025-02-22,False,True
114,LG Ultra Accessorie Q384,Morning give cause perform south her skin. Commercial size clearly learn. Discover reality building us style.,Electronics,Accessories,LG,851.21,ELE-ACC-LG-5818,True,53,3.1,79,"{'color': 'Silver', 'weight': 18.14, 'dimensions': {'length': 92.4, 'width': 93.8, 'height': 88.4}}",2023-11-13,False,False
115,Microsoft Compact Accessorie O117,War speech quite seek sure beyond course song. Morning thank especially ok necessary decide son.,Electronics,Accessories,Microsoft,775.7,ELE-ACC-MIC-7438,True,30,3.2,372,"{'color': 'Red', 'weight': 16.27, 'dimensions': {'length': 17.0, 'width': 51.0, 'height': 19.7}}",2024-03-10,False,False
116,Microsoft High-Performance Accessorie G114,Fine say off poor spend cell. Spring organization maybe million expert however benefit. Yeah fact apply especially school.,Electronics,Accessories,Microsoft,600.76,ELE-ACC-MIC-2566,False,54,4.8,438,"{'color': 'Brown', 'weight': 6.38, 'dimensions': {'length': 77.3, 'width': 93.9, 'height': 97.7}}",2023-10-16,True,False
117,HP Compact Accessorie C174,Concern ability everyone trip. On form style what race mission. He join wear Mr year program. Consider light lay talk stock grow appear.,Electronics,Accessories,HP,1116.53,ELE-ACC-HP-8946,True,88,3.9,398,"{'color': 'Blue', 'weight': 16.05, 'dimensions': {'length': 49.6, 'width': 22.8, 'height': 26.8}}",2024-11-11,False,False
118,HP Compact Accessorie Y161,Wish each create life prevent daughter. Final man pressure example half.,Electronics,Accessories,HP,1524.4,ELE-ACC-HP-4414,True,93,3.3,172,"{'color': 'Green', 'weight': 8.49, 'dimensions': {'length': 43.0, 'width': 28.3, 'height': 67.3}}",2023-05-25,False,False
119,Logitech Premium Accessorie J312,Themselves street music fact direction purpose send. Factor attack them customer southern. Later sound safe area.,Electronics,Accessories,Logitech,265.97,ELE-ACC-LOG-4796,True,99,3.4,299,"{'color': 'Gray', 'weight': 9.06, 'dimensions': {'length': 45.1, 'width': 24.8, 'height': 23.1}}",2023-07-04,False,False
120,Logitech Pro Accessorie K800,Special policy catch according page hear health.,Electronics,Accessories,Logitech,2189.0,ELE-ACC-LOG-4559,True,74,3.7,129,"{'color': 'Gray', 'weight': 13.69, 'dimensions': {'length': 16.0, 'width': 7.7, 'height': 66.0}}",2024-05-11,False,False
121,Logitech Ultra Accessorie W262,Many land dream what simply enjoy road. Cause head soldier career health.,Electronics,Accessories,Logitech,1576.22,ELE-ACC-LOG-4861,True,38,3.9,192,"{'color': 'Brown', 'weight': 2.17, 'dimensions': {'length': 88.1, 'width': 62.2, 'height': 75.1}}",2024-01-22,False,False
122,Anker Ultra Accessorie X422,Institution media without four never. Base TV sort.,Electronics,Accessories,Anker,756.53,ELE-ACC-ANK-7120,False,86,3.6,414,"{'color': 'Red', 'weight': 2.76, 'dimensions': {'length': 49.9, 'width': 41.1, 'height': 35.3}}",2024-09-05,False,False
123,Anker Smart Accessorie E130,Choose experience six. Eat early decision walk laugh long generation.,Electronics,Accessories,Anker,1020.57,ELE-ACC-ANK-5311,False,57,4.2,475,"{'color': 'Blue', 'weight': 0.86, 'dimensions': {'length': 90.5, 'width': 38.6, 'height': 30.5}}",2023-12-19,False,False
124,IKEA Elegant Living Room D142,Eat moment history team company. Argue avoid over.,Furniture,Living Room,IKEA,1279.31,FUR-LIV-IKE-5916,False,49,3.1,350,"{'color': 'White', 'weight': 12.41, 'dimensions': {'length': 62.9, 'width': 10.2, 'height': 81.5}}",2025-02-02,False,True
125,IKEA Elegant Living Room V959,Catch develop energy close measure. Offer you but two vote lose spring follow. Vote fill present politics of word.,Furniture,Living Room,IKEA,1154.49,FUR-LIV-IKE-2320,True,50,3.7,331,"{'color': 'White', 'weight': 7.94, 'dimensions': {'length': 91.5, 'width': 74.8, 'height': 55.1}}",2024-11-06,False,True
126,Ashley Sturdy Living Room V625,Help character treat that happy. Step account wind middle responsibility.,Furniture,Living Room,Ashley,168.57,FUR-LIV-ASH-6188,True,60,4.4,250,"{'color': 'Green', 'weight': 12.92, 'dimensions': {'length': 72.4, 'width': 99.3, 'height': 87.4}}",2023-07-27,False,False
127,Ashley Comfortable Living Room H849,Unit clearly account charge.,Furniture,Living Room,Ashley,295.03,FUR-LIV-ASH-2060,True,55,3.8,135,"{'color': 'Silver', 'weight': 9.07, 'dimensions': {'length': 82.0, 'width': 72.5, 'height': 96.0}}",2024-11-10,False,False
128,Ashley Sturdy Living Room I494,Throughout health left. Call baby dinner window believe director.,Furniture,Living Room,Ashley,533.35,FUR-LIV-ASH-7577,True,85,3.8,232,"{'color': 'Black', 'weight': 18.03, 'dimensions': {'length': 61.5, 'width': 50.0, 'height': 85.2}}",2024-08-22,False,False
129,Wayfair Classic Living Room T119,His tonight tough heart listen education hard. Table street door surface idea happy American represent. Through week keep culture single unit.,Furniture,Living Room,Wayfair,197.31,FUR-LIV-WAY-9339,True,70,4.4,479,"{'color': 'Silver', 'weight': 7.71, 'dimensions': {'length': 92.6, 'width': 22.4, 'height': 62.6}}",2025-02-09,False,False
130,Wayfair Modern Living Room T150,Book authority job number eye hit. Teacher wonder sound century. Reduce focus unit.,Furniture,Living Room,Wayfair,1005.82,FUR-LIV-WAY-3200,True,53,3.3,132,"{'color': 'Green', 'weight': 6.52, 'dimensions': {'length': 52.8, 'width': 11.8, 'height': 67.3}}",2024-01-11,False,False
131,Wayfair Comfortable Living Room Q317,Reach play show type nor event collection very. Heavy nature program star writer family bill necessary.,Furniture,Living Room,Wayfair,835.9,FUR-LIV-WAY-7549,False,32,3.2,178,"{'color': 'Black', 'weight': 8.03, 'dimensions': {'length': 3.5, 'width': 97.3, 'height': 71.7}}",2023-07-28,False,False
132,Herman Miller Minimalist Living Room W618,Decide PM growth visit set reach. Force happen recognize picture organization future at. Cost specific why activity thousand to.,Furniture,Living Room,Herman Miller,891.37,FUR-LIV-HER-1840,False,33,3.2,16,"{'color': 'Blue', 'weight': 12.62, 'dimensions': {'length': 99.3, 'width': 55.9, 'height': 95.8}}",2023-11-09,False,False
133,Herman Miller Stylish Living Room E672,People feel reason. Seem commercial executive be through let business. Value upon baby scene.,Furniture,Living Room,Herman Miller,738.81,FUR-LIV-HER-4076,True,83,4.8,287,"{'color': 'Green', 'weight': 4.11, 'dimensions': {'length': 15.5, 'width': 31.8, 'height': 10.8}}",2024-03-10,False,False
134,Herman Miller Comfortable Living Room C107,Nature some evening hit heavy. Friend region either report bar necessary. Require international arrive pass. Fight thus somebody poor at conference moment.,Furniture,Living Room,Herman Miller,1431.01,FUR-LIV-HER-4149,True,56,3.3,163,"{'color': 'Black', 'weight': 4.76, 'dimensions': {'length': 59.4, 'width': 8.4, 'height': 40.3}}",2023-07-13,False,False
135,Steelcase Classic Living Room Y178,Consider stand lose physical. Recognize century age agency.,Furniture,Living Room,Steelcase,405.65,FUR-LIV-STE-2150,True,40,3.7,391,"{'color': 'Red', 'weight': 14.47, 'dimensions': {'length': 91.6, 'width': 3.4, 'height': 36.9}}",2024-02-02,False,False
136,Steelcase Minimalist Living Room D629,Range face speech class want lay. Little although full act me. Better partner information feeling road.,Furniture,Living Room,Steelcase,378.81,FUR-LIV-STE-8873,True,54,3.5,312,"{'color': 'Red', 'weight': 5.16, 'dimensions': {'length': 27.4, 'width': 9.3, 'height': 52.9}}",2025-02-25,False,False
137,West Elm Stylish Living Room R869,Attack special base reality. Play true personal nothing. During that happen we wish environment soon.,Furniture,Living Room,West Elm,253.95,FUR-LIV-WES-4758,True,70,4.0,79,"{'color': 'Green', 'weight': 3.37, 'dimensions': {'length': 62.1, 'width': 65.6, 'height': 20.5}}",2024-05-21,False,False
138,West Elm Minimalist Living Room D906,Oil travel work time. Me raise we car hit. Dark play reduce.,Furniture,Living Room,West Elm,766.87,FUR-LIV-WES-9454,True,79,3.8,147,"{'color': 'Gray', 'weight': 19.03, 'dimensions': {'length': 45.4, 'width': 87.9, 'height': 65.6}}",2025-02-08,True,False
139,Crate & Barrel Modern Living Room R198,Pretty throw price investment long city. And stage laugh today do nor.,Furniture,Living Room,Crate & Barrel,533.18,FUR-LIV-CRA-4048,True,0,5.0,206,"{'color': 'Blue', 'weight': 18.73, 'dimensions': {'length': 20.5, 'width': 15.3, 'height': 43.1}}",2024-03-29,False,False
140,Crate & Barrel Comfortable Living Room F689,Build nice happen large effect nor more north.,Furniture,Living Room,Crate & Barrel,1186.01,FUR-LIV-CRA-3621,False,38,4.4,385,"{'color': 'Red', 'weight': 6.36, 'dimensions': {'length': 9.7, 'width': 89.2, 'height': 51.1}}",2024-01-26,False,False
141,Crate & Barrel Elegant Living Room Y637,Seek assume mission fear. Walk decade take push itself big. Money unit scientist table town sound evening.,Furniture,Living Room,Crate & Barrel,1348.46,FUR-LIV-CRA-3285,True,22,3.4,279,"{'color': 'Black', 'weight': 3.24, 'dimensions': {'length': 95.8, 'width': 88.5, 'height': 47.5}}",2024-06-28,False,False
142,CB2 Modern Living Room M403,Raise name throw Congress. Buy treatment trip turn. Half serious big meet.,Furniture,Living Room,CB2,381.24,FUR-LIV-CB2-6794,False,60,4.6,216,"{'color': 'Green', 'weight': 19.12, 'dimensions': {'length': 30.2, 'width': 63.9, 'height': 70.6}}",2024-03-12,True,False
143,CB2 Elegant Living Room I308,Author site stand whom fact mention opportunity. Article accept who figure arm minute. Color modern stuff attorney responsibility.,Furniture,Living Room,CB2,1121.44,FUR-LIV-CB2-9189,False,90,4.2,358,"{'color': 'Brown', 'weight': 4.87, 'dimensions': {'length': 64.5, 'width': 78.6, 'height': 2.9}}",2024-12-12,False,True
144,CB2 Sturdy Living Room N143,Write mouth approach. Manage total conference consumer compare everything six.,Furniture,Living Room,CB2,518.17,FUR-LIV-CB2-2479,True,54,3.7,479,"{'color': 'Silver', 'weight': 8.51, 'dimensions': {'length': 87.4, 'width': 2.1, 'height': 30.8}}",2023-11-23,False,False
145,Pottery Barn Elegant Living Room C234,Place card green particularly perform. Price financial responsibility hit understand. Success job bag.,Furniture,Living Room,Pottery Barn,441.13,FUR-LIV-POT-2233,False,80,4.1,415,"{'color': 'Black', 'weight': 18.07, 'dimensions': {'length': 54.3, 'width': 82.0, 'height': 50.4}}",2023-10-13,False,True
146,Pottery Barn Minimalist Living Room X443,Fund race challenge according many goal indicate. Deal civil near approach major front fly.,Furniture,Living Room,Pottery Barn,873.31,FUR-LIV-POT-4793,False,42,3.8,411,"{'color': 'White', 'weight': 0.58, 'dimensions': {'length': 25.8, 'width': 10.0, 'height': 6.4}}",2024-02-12,False,False
147,Room & Board Minimalist Living Room K157,Early present laugh event. Unit student I police stuff.,Furniture,Living Room,Room & Board,801.22,FUR-LIV-ROO-3881,False,26,3.5,351,"{'color': 'Silver', 'weight': 7.48, 'dimensions': {'length': 88.4, 'width': 92.1, 'height': 95.3}}",2023-09-16,False,True
148,Room & Board Modern Living Room D167,Able challenge security course open south. Position city market arrive customer manage. Institution great color.,Furniture,Living Room,Room & Board,570.97,FUR-LIV-ROO-2639,True,44,3.6,446,"{'color': 'Red', 'weight': 13.38, 'dimensions': {'length': 79.2, 'width': 92.2, 'height': 16.4}}",2023-10-08,False,False
149,Room & Board Elegant Living Room K750,Significant article street tell common. Show forward visit ask.,Furniture,Living Room,Room & Board,443.86,FUR-LIV-ROO-2954,True,8,3.2,90,"{'color': 'Green', 'weight': 7.12, 'dimensions': {'length': 64.9, 'width': 99.6, 'height': 56.9}}",2023-11-02,False,False
150,IKEA Minimalist Bedroom G742,Cultural major close term watch. Inside choose might water eye. Piece all certain during whether another. Consider eat population.,Furniture,Bedroom,IKEA,798.21,FUR-BED-IKE-2816,True,50,4.6,498,"{'color': 'Green', 'weight': 15.97, 'dimensions': {'length': 48.0, 'width': 33.0, 'height': 24.1}}",2023-09-16,False,False
151,IKEA Classic Bedroom N659,Answer live home. Worker member them business. Whatever sit will discover leader. Reason walk family likely college.,Furniture,Bedroom,IKEA,368.81,FUR-BED-IKE-3792,True,84,4.4,3,"{'color': 'Gray', 'weight': 17.28, 'dimensions': {'length': 43.3, 'width': 67.3, 'height': 17.9}}",2025-02-20,True,False
152,Ashley Sturdy Bedroom I558,Huge these late nearly note form.,Furniture,Bedroom,Ashley,1114.0,FUR-BED-ASH-4594,False,59,3.4,432,"{'color': 'Green', 'weight': 17.83, 'dimensions': {'length': 93.7, 'width': 4.3, 'height': 45.3}}",2023-11-01,False,False
153,Ashley Stylish Bedroom E892,Machine question live check year. Go security expert project will same majority. Include lawyer leg course tax happen.,Furniture,Bedroom,Ashley,1308.03,FUR-BED-ASH-4825,True,35,4.6,396,"{'color': 'Black', 'weight': 14.63, 'dimensions': {'length': 10.5, 'width': 55.7, 'height': 22.6}}",2024-07-31,False,False
154,Ashley Stylish Bedroom C984,Professor factor price defense food. Smile probably these doctor sometimes artist director. Line cover land source measure plant day dark.,Furniture,Bedroom,Ashley,561.38,FUR-BED-ASH-5573,True,45,3.0,56,"{'color': 'Green', 'weight': 15.95, 'dimensions': {'length': 99.8, 'width': 73.7, 'height': 62.5}}",2025-04-12,False,True
155,Wayfair Comfortable Bedroom N754,Phone a enough late challenge decade home. Benefit child them serve teach.,Furniture,Bedroom,Wayfair,1373.49,FUR-BED-WAY-9313,True,98,4.0,476,"{'color': 'Brown', 'weight': 11.47, 'dimensions': {'length': 71.4, 'width': 15.6, 'height': 69.0}}",2025-03-06,False,False
156,Wayfair Comfortable Bedroom F821,Ball include really seek new yet consumer question. Plant finish cultural across argue wait anything. Cultural anyone clearly. Ok hundred nature owner care government station leader.,Furniture,Bedroom,Wayfair,1363.64,FUR-BED-WAY-8194,True,48,3.9,372,"{'color': 'Gray', 'weight': 17.14, 'dimensions': {'length': 55.5, 'width': 69.3, 'height': 80.3}}",2024-01-17,False,False
157,Herman Miller Sturdy Bedroom N215,Force half last manager job worker develop join. Much move ever wait exist gun mouth.,Furniture,Bedroom,Herman Miller,986.06,FUR-BED-HER-5679,False,84,3.0,268,"{'color': 'White', 'weight': 7.21, 'dimensions': {'length': 67.7, 'width': 65.3, 'height': 53.3}}",2024-10-28,False,False
158,Herman Miller Elegant Bedroom U256,Late good information according many risk go. Shake car method whose seat. Effort network good store piece western.,Furniture,Bedroom,Herman Miller,1237.45,FUR-BED-HER-8048,False,37,4.8,292,"{'color': 'Blue', 'weight': 18.05, 'dimensions': {'length': 96.3, 'width': 95.7, 'height': 12.3}}",2024-06-10,False,True
159,Herman Miller Classic Bedroom Q984,Late particularly dream strong ability health strong. Sure recent pick instead wall. Several own avoid personal.,Furniture,Bedroom,Herman Miller,929.93,FUR-BED-HER-9010,True,14,4.1,45,"{'color': 'White', 'weight': 8.8, 'dimensions': {'length': 32.7, 'width': 90.7, 'height': 30.4}}",2025-01-06,False,False
160,Steelcase Elegant Bedroom P672,Event century east eight far. Drop shake single attention war call ball.,Furniture,Bedroom,Steelcase,1382.85,FUR-BED-STE-8289,True,75,3.0,419,"{'color': 'Blue', 'weight': 3.6, 'dimensions': {'length': 46.9, 'width': 85.7, 'height': 40.8}}",2023-06-05,False,False
161,Steelcase Stylish Bedroom W269,Weight woman myself better gas. Grow smile possible lead administration yard carry. Eat Mrs expert magazine on be arm political.,Furniture,Bedroom,Steelcase,990.4,FUR-BED-STE-2628,True,20,3.8,471,"{'color': 'Black', 'weight': 3.23, 'dimensions': {'length': 32.8, 'width': 18.2, 'height': 61.5}}",2023-12-20,False,True
162,West Elm Sturdy Bedroom V175,Since another politics later may bit study. Natural off sign space. Wait run nice result sport.,Furniture,Bedroom,West Elm,272.39,FUR-BED-WES-7346,True,95,4.1,294,"{'color': 'Green', 'weight': 8.91, 'dimensions': {'length': 33.0, 'width': 60.4, 'height': 28.8}}",2023-07-06,False,False
163,West Elm Modern Bedroom W592,Production investment career rise real. True through time both want.,Furniture,Bedroom,West Elm,338.94,FUR-BED-WES-3744,True,0,4.6,57,"{'color': 'Blue', 'weight': 7.54, 'dimensions': {'length': 17.5, 'width': 22.2, 'height': 29.5}}",2024-12-25,False,False
164,Crate & Barrel Elegant Bedroom W869,Floor prevent blue nor media pass. Party window seem job long all. Career dog hope guess. Land eye group call hour.,Furniture,Bedroom,Crate & Barrel,210.76,FUR-BED-CRA-4617,False,14,4.3,463,"{'color': 'Black', 'weight': 18.74, 'dimensions': {'length': 3.8, 'width': 25.3, 'height': 75.4}}",2025-01-02,False,False
165,Crate & Barrel Stylish Bedroom D827,South environmental why store character news street. Night woman number he pay. Speak party billion step book author.,Furniture,Bedroom,Crate & Barrel,258.37,FUR-BED-CRA-7281,False,11,4.6,90,"{'color': 'Silver', 'weight': 12.89, 'dimensions': {'length': 72.7, 'width': 54.5, 'height': 34.2}}",2024-07-03,True,True
166,Crate & Barrel Modern Bedroom R391,Ok yeah hundred figure teacher.,Furniture,Bedroom,Crate & Barrel,468.58,FUR-BED-CRA-6918,True,21,3.8,278,"{'color': 'Brown', 'weight': 17.13, 'dimensions': {'length': 89.6, 'width': 74.4, 'height': 81.1}}",2024-03-25,False,True
167,CB2 Sturdy Bedroom L995,Foot become and position four three. Dream song old assume pressure buy lose.,Furniture,Bedroom,CB2,669.49,FUR-BED-CB2-7622,True,94,3.6,392,"{'color': 'Black', 'weight': 9.49, 'dimensions': {'length': 83.9, 'width': 53.6, 'height': 8.5}}",2025-04-22,False,False
168,CB2 Elegant Bedroom J938,Perhaps different write western deal start. Lead specific paper sign inside.,Furniture,Bedroom,CB2,510.64,FUR-BED-CB2-9414,False,41,4.3,210,"{'color': 'Silver', 'weight': 12.43, 'dimensions': {'length': 22.6, 'width': 93.7, 'height': 28.3}}",2024-03-01,False,False
169,Pottery Barn Stylish Bedroom C394,Ability leave recently. Situation would operation enough model.,Furniture,Bedroom,Pottery Barn,1531.71,FUR-BED-POT-6452,False,70,3.8,421,"{'color': 'White', 'weight': 14.39, 'dimensions': {'length': 5.6, 'width': 33.1, 'height': 3.1}}",2024-08-01,True,False
170,Pottery Barn Modern Bedroom B961,Address often every treat out amount. In president support specific interest.,Furniture,Bedroom,Pottery Barn,1044.28,FUR-BED-POT-5051,False,78,3.7,377,"{'color': 'Black', 'weight': 17.49, 'dimensions': {'length': 36.6, 'width': 10.0, 'height': 44.0}}",2024-05-02,False,False
171,Pottery Barn Elegant Bedroom V456,While past land ball training exist or. Factor official decision field. Find seem mention. Friend later within provide media.,Furniture,Bedroom,Pottery Barn,512.46,FUR-BED-POT-2861,False,14,4.2,263,"{'color': 'Red', 'weight': 3.94, 'dimensions': {'length': 15.9, 'width': 42.3, 'height': 20.6}}",2025-05-03,False,True
172,Room & Board Elegant Bedroom F328,However several institution thing really. Design sort course series interest. Firm commercial long reveal spend.,Furniture,Bedroom,Room & Board,666.84,FUR-BED-ROO-6159,False,20,3.7,494,"{'color': 'Green', 'weight': 11.25, 'dimensions': {'length': 84.6, 'width': 76.2, 'height': 14.1}}",2023-07-14,False,False
173,Room & Board Sturdy Bedroom Y961,In price they. Manage mother job red exist audience. A red country believe natural career again.,Furniture,Bedroom,Room & Board,643.47,FUR-BED-ROO-5594,True,91,4.1,144,"{'color': 'Blue', 'weight': 11.38, 'dimensions': {'length': 83.9, 'width': 80.8, 'height': 51.5}}",2025-03-22,True,False
174,Room & Board Sturdy Bedroom R420,Seat term mouth fish appear piece. Build have way above.,Furniture,Bedroom,Room & Board,1112.67,FUR-BED-ROO-3580,True,78,4.9,5,"{'color': 'Green', 'weight': 13.43, 'dimensions': {'length': 89.7, 'width': 84.4, 'height': 28.1}}",2023-09-20,False,False
175,IKEA Modern Office O642,Lot arm community camera evening kind light. Answer however street without edge fine space executive.,Furniture,Office,IKEA,1255.72,FUR-OFF-IKE-5728,True,21,3.6,71,"{'color': 'Brown', 'weight': 17.95, 'dimensions': {'length': 65.5, 'width': 21.5, 'height': 13.3}}",2024-01-16,False,False
176,IKEA Modern Office X477,Decade it how term base. Approach response machine reduce. Page treat either.,Furniture,Office,IKEA,266.86,FUR-OFF-IKE-8136,False,37,4.3,243,"{'color': 'Gray', 'weight': 11.86, 'dimensions': {'length': 54.7, 'width': 88.4, 'height': 48.5}}",2025-01-19,False,False
177,IKEA Comfortable Office R255,Act factor budget Democrat. Take music board three at. Station there like lawyer cut well.,Furniture,Office,IKEA,436.45,FUR-OFF-IKE-2533,True,42,4.0,193,"{'color': 'Brown', 'weight': 2.01, 'dimensions': {'length': 72.8, 'width': 25.4, 'height': 36.4}}",2025-05-19,False,True
178,Ashley Minimalist Office R852,Rather here day. Tree save close available draw born. Case now best education bill memory yourself.,Furniture,Office,Ashley,397.74,FUR-OFF-ASH-8256,True,38,4.0,483,"{'color': 'Green', 'weight': 10.15, 'dimensions': {'length': 97.9, 'width': 44.7, 'height': 13.5}}",2025-03-26,False,False
179,Ashley Sturdy Office D518,Thing test relate.,Furniture,Office,Ashley,533.24,FUR-OFF-ASH-6645,True,64,4.3,106,"{'color': 'Green', 'weight': 13.3, 'dimensions': {'length': 89.5, 'width': 55.8, 'height': 58.6}}",2025-05-06,False,False
