transaction_id,product,category,quantity,unit_price,discount,total,transaction_date,transaction_time,region,store_id,customer_id,payment_method,is_online
864,Jacket,Clothing,1,123.0,0.0,123.0,2025-02-08,23:31:52,North,11,2774,Cash,True
865,Laptop,Electronics,4,1581.94,0.0,6327.76,2024-08-29,23:31:52,West,20,1742,Cash,True
866,Mouse,Electronics,3,23.9,0.02,70.27,2025-01-30,23:31:52,West,4,3104,Google Pay,False
867,Laptop,Electronics,1,1254.49,0.0,1254.49,2025-02-24,23:31:52,West,19,4169,Debit Card,False
868,Desk,Furniture,4,311.35,0.0,1245.4,2020-03-08,00:00:00,South,31,3389,Cash,True
869,Sofa,Furniture,1,1268.98,0.1,1142.08,2022-12-01,00:00:00,East,23,4694,Google Pay,False
870,Mouse,Electronics,1,113.05,0.14,97.22,2025-01-21,23:31:52,North,3,3846,Credit Card,False
871,Mouse,Electronics,2,27.74,0.15,47.16,2024-10-26,23:31:52,East,13,1739,Debit Card,False
872,T-shirt,Clothing,4,21.78,0.0,87.12,2024-12-16,23:31:52,East,40,3900,Debit Card,True
873,Desk,Furniture,2,128.41,0.0,256.82,2025-01-01,23:31:52,North,10,302,PayPal,False
874,T-shirt,Clothing,1,35.71,0.0,35.71,2025-01-16,23:31:52,West,41,947,PayPal,False
875,Bed Frame,Furniture,5,691.26,0.0,3456.3,2024-11-29,23:31:52,North,18,1825,Cash,True
876,Monitor,Electronics,5,681.55,0.13,2964.74,2025-02-09,23:31:52,West,10,3967,Cash,True
877,Chair,Furniture,3,291.83,0.0,875.49,2023-05-17,00:00:00,West,48,1744,PayPal,True
878,T-shirt,Clothing,5,31.13,0.0,155.65,2025-05-06,23:31:52,North,6,3810,Google Pay,False
879,Chair,Furniture,2,127.04,0.0,254.08,2025-03-17,23:31:52,South,10,2754,PayPal,False
880,Mouse,Electronics,2,55.4,0.0,110.8,2025-02-01,23:31:52,North,38,3746,Apple Pay,True
881,Sweater,Clothing,1,35.61,0.05,33.83,2025-01-02,23:31:52,East,31,1167,PayPal,True
882,Toaster,Appliances,1,66.73,0.16,56.05,2025-01-21,23:31:52,West,1,1402,Credit Card,True
883,Keyboard,Electronics,2,179.94,0.29,255.51,2024-10-18,23:31:52,South,10,915,Google Pay,True
884,Jacket,Clothing,2,85.7,0.0,171.4,2025-02-09,23:31:52,South,25,1679,Debit Card,True
885,Headphones,Electronics,3,273.55,0.0,820.65,2025-05-08,23:31:52,North,44,1296,Google Pay,False
886,Keyboard,Electronics,2,139.18,0.0,278.36,2024-12-26,23:31:52,North,45,2049,Credit Card,True
887,Monitor,Electronics,2,239.52,0.0,479.04,2024-10-12,23:31:52,West,43,3010,Apple Pay,True
888,Chair,Furniture,5,143.27,0.21,565.92,2020-11-05,00:00:00,North,30,3328,Credit Card,True
889,Blender,Appliances,2,179.26,0.0,358.52,2024-07-04,23:31:52,West,48,297,Credit Card,True
890,Sofa,Furniture,2,1737.25,0.09,3161.8,2025-02-06,23:31:52,North,50,4610,Apple Pay,True
891,Laptop,Electronics,1,1932.46,0.0,1932.46,2025-04-14,23:31:52,East,6,1367,PayPal,True
892,Toaster,Appliances,2,66.25,0.15,112.62,2024-09-13,23:31:52,North,33,4736,Cash,True
893,Tablet,Electronics,4,660.78,0.0,2643.12,2024-07-15,23:31:52,East,40,4829,PayPal,True
894,Laptop,Electronics,2,1968.32,0.0,3936.64,2025-03-07,23:31:52,East,49,4142,Google Pay,True
895,Toaster,Appliances,5,93.48,0.0,467.4,2025-02-13,23:31:52,West,42,3857,Cash,False
896,Sofa,Furniture,2,835.08,0.22,1302.72,2024-09-29,00:00:00,North,15,3173,PayPal,True
897,Smartphone,Electronics,4,1065.17,0.0,4260.68,2023-09-14,00:00:00,East,44,2106,Apple Pay,False
898,Mouse,Electronics,4,27.52,0.0,110.08,2024-05-20,23:31:52,East,35,3065,Debit Card,False
899,Sweater,Clothing,2,45.0,0.0,90.0,2025-03-23,23:31:52,North,25,2703,Apple Pay,True
900,Laptop,Electronics,5,1863.36,0.0,9316.8,2025-03-16,23:31:52,North,7,917,Apple Pay,True
901,Bed Frame,Furniture,2,313.09,0.0,626.18,2024-08-20,00:00:00,South,16,2055,Apple Pay,False
902,Tablet,Electronics,5,712.79,0.0,3563.95,2024-02-06,00:00:00,West,32,1010,Credit Card,True
903,Bookshelf,Furniture,4,309.74,0.0,1238.96,2025-02-28,23:31:52,South,18,2587,Credit Card,True
904,Chair,Furniture,5,229.92,0.16,965.66,2025-01-26,23:31:52,South,48,4064,Cash,False
905,Smartphone,Electronics,1,805.37,0.0,805.37,2024-08-04,23:31:52,West,35,3843,Google Pay,True
906,Mouse,Electronics,3,146.81,0.09,400.79,2024-09-03,23:31:52,South,45,1972,Google Pay,True
907,Monitor,Electronics,3,361.98,0.06,1020.78,2024-07-14,23:31:52,East,39,965,Apple Pay,True
908,Sweater,Clothing,4,98.5,0.3,275.8,2024-11-03,23:31:52,West,7,4396,Cash,False
909,Tablet,Electronics,5,470.85,0.0,2354.25,2024-10-04,23:31:52,West,8,1088,Debit Card,True
910,Desk,Furniture,1,297.8,0.27,217.39,2024-09-18,00:00:00,South,5,2465,Apple Pay,True
911,Toaster,Appliances,4,30.62,0.05,116.36,2025-04-27,23:31:52,East,30,436,PayPal,True
912,Sweater,Clothing,2,53.82,0.0,107.64,2024-09-06,23:31:52,South,13,2967,PayPal,False
913,Jacket,Clothing,4,56.5,0.0,226.0,2024-06-05,23:31:52,South,32,2587,Debit Card,True
914,Jacket,Clothing,5,118.69,0.0,593.45,2024-12-19,23:31:52,South,2,3714,Debit Card,True
915,Headphones,Electronics,2,180.67,0.0,361.34,2020-11-03,00:00:00,East,50,1104,Google Pay,True
916,Headphones,Electronics,3,135.61,0.06,382.42,2025-01-04,23:31:52,East,8,1048,Credit Card,False
917,Jacket,Clothing,1,103.97,0.0,103.97,2024-10-15,23:31:52,South,4,4022,Debit Card,True
918,T-shirt,Clothing,2,38.99,0.0,77.98,2022-12-19,00:00:00,East,44,2288,Credit Card,True
919,Chair,Furniture,1,493.27,0.03,478.47,2024-08-31,23:31:52,East,12,4794,Cash,False
920,Monitor,Electronics,5,646.52,0.02,3167.95,2024-12-23,23:31:52,North,8,385,Credit Card,True
921,Blender,Appliances,4,87.97,0.0,351.88,2025-01-27,23:31:52,West,6,3283,Debit Card,True
922,Keyboard,Electronics,3,162.02,0.0,486.06,2022-07-20,00:00:00,North,43,2327,Credit Card,False
923,Monitor,Electronics,2,542.53,0.01,1074.21,2024-04-16,00:00:00,East,5,3565,Cash,False
924,Monitor,Electronics,4,290.41,0.14,999.01,2025-04-27,23:31:52,West,4,1121,Cash,False
925,Sweater,Clothing,3,69.71,0.0,209.13,2025-01-02,23:31:52,West,38,2860,Apple Pay,True
926,Laptop,Electronics,5,1588.95,0.0,7944.75,2025-03-22,00:00:00,West,23,4376,Credit Card,True
927,Jeans,Clothing,1,62.16,0.0,62.16,2021-04-01,00:00:00,West,44,3310,Credit Card,True
928,Jacket,Clothing,1,277.53,0.08,255.33,2020-03-14,00:00:00,West,40,2500,Google Pay,True
929,Sofa,Furniture,2,1467.8,0.22,2289.77,2024-08-22,23:31:52,South,3,1985,Credit Card,False
930,Toaster,Appliances,2,79.67,0.0,159.34,2024-09-19,23:31:52,South,43,666,Credit Card,True
931,Bookshelf,Furniture,1,351.26,0.0,351.26,2020-07-17,00:00:00,South,43,950,Cash,True
932,Smartphone,Electronics,1,891.29,0.0,891.29,2022-06-24,00:00:00,North,46,1555,Debit Card,True
933,Jacket,Clothing,3,290.2,0.2,696.48,2024-12-13,23:31:52,North,48,3184,Apple Pay,False
934,Tablet,Electronics,5,468.44,0.13,2037.71,2025-01-03,23:31:52,West,45,1110,PayPal,False
935,T-shirt,Clothing,3,46.4,0.0,139.2,2024-08-06,23:31:52,North,46,2935,Credit Card,False
936,Chair,Furniture,1,108.23,0.0,108.23,2024-07-03,23:31:52,North,11,3615,Google Pay,True
937,Mouse,Electronics,3,123.34,0.0,370.02,2024-08-10,23:31:52,West,45,3089,Credit Card,False
938,Bed Frame,Furniture,1,1239.45,0.14,1065.93,2024-09-02,23:31:52,East,17,4476,Cash,True
939,Keyboard,Electronics,2,190.85,0.0,381.7,2024-11-07,23:31:52,North,19,668,PayPal,True
940,Toaster,Appliances,5,95.89,0.0,479.45,2025-02-15,23:31:52,East,19,4723,Apple Pay,True
941,Mouse,Electronics,5,34.04,0.0,170.2,2024-02-15,00:00:00,South,48,2862,Apple Pay,True
942,Bookshelf,Furniture,3,82.9,0.0,248.7,2020-05-14,00:00:00,South,9,3433,Credit Card,False
943,Laptop,Electronics,1,1938.09,0.0,1938.09,2024-08-17,23:31:52,North,23,3443,Cash,True
944,T-shirt,Clothing,3,27.58,0.0,82.74,2023-06-20,00:00:00,South,30,4648,Credit Card,True
945,Chair,Furniture,1,169.94,0.0,169.94,2024-12-04,23:31:52,East,45,3453,Debit Card,True
946,Headphones,Electronics,2,279.69,0.0,559.38,2024-11-09,00:00:00,South,15,2951,Credit Card,False
947,Tablet,Electronics,4,711.2,0.0,2844.8,2022-08-09,00:00:00,East,22,1440,Debit Card,False
948,Sofa,Furniture,5,1974.76,0.0,9873.8,2024-11-09,23:31:52,East,12,850,Apple Pay,True
949,Sofa,Furniture,5,931.8,0.0,4659.0,2025-02-10,23:31:52,South,36,3158,Debit Card,True
950,Headphones,Electronics,1,219.77,0.0,219.77,2025-03-31,23:31:52,West,29,834,Google Pay,True
951,Desk,Furniture,4,195.61,0.0,782.44,2024-05-28,23:31:52,East,50,2005,PayPal,True
952,Coffee Maker,Appliances,1,34.55,0.0,34.55,2024-07-11,23:31:52,North,14,4456,Debit Card,True
953,Sweater,Clothing,2,119.26,0.0,238.52,2024-06-16,23:31:52,North,39,586,Apple Pay,False
954,T-shirt,Clothing,1,27.16,0.27,19.83,2024-05-23,23:31:52,West,27,1473,Debit Card,False
955,Blender,Appliances,4,80.67,0.0,322.68,2025-04-01,00:00:00,North,36,4173,Debit Card,True
956,Toaster,Appliances,5,88.64,0.05,421.04,2025-04-29,23:31:52,East,27,4851,PayPal,True
957,Bookshelf,Furniture,4,246.69,0.0,986.76,2023-12-24,00:00:00,South,13,2673,Apple Pay,True
958,Sofa,Furniture,5,1071.76,0.0,5358.8,2024-05-23,23:31:52,East,43,1276,Apple Pay,True
959,Tablet,Electronics,4,410.25,0.0,1641.0,2025-03-31,23:31:52,West,12,2938,Google Pay,True
960,Monitor,Electronics,5,237.64,0.0,1188.2,2025-03-02,23:31:52,East,19,4949,Credit Card,False
961,T-shirt,Clothing,2,20.24,0.0,40.48,2020-12-11,00:00:00,North,43,2124,PayPal,True
962,T-shirt,Clothing,2,15.21,0.0,30.42,2024-11-17,23:31:52,South,20,274,Credit Card,False
963,Jeans,Clothing,1,41.79,0.0,41.79,2025-02-23,23:31:52,East,6,2402,Cash,True
964,T-shirt,Clothing,5,32.92,0.0,164.6,2025-03-14,23:31:52,North,24,2309,PayPal,False
965,Smartphone,Electronics,1,977.31,0.0,977.31,2024-09-22,23:31:52,South,4,3879,PayPal,True
966,Smartphone,Electronics,3,912.33,0.0,2736.99,2024-10-09,23:31:52,East,34,3644,Apple Pay,True
967,Jacket,Clothing,1,276.39,0.0,276.39,2024-07-16,23:31:52,South,40,3932,Google Pay,True
968,Desk,Furniture,4,769.84,0.0,3079.36,2024-12-28,23:31:52,West,16,781,Apple Pay,True
969,Toaster,Appliances,5,40.21,0.0,201.05,2025-03-16,23:31:52,East,20,4382,Cash,False
970,Monitor,Electronics,1,674.59,0.0,674.59,2024-04-24,00:00:00,East,12,2304,Google Pay,False
971,Headphones,Electronics,3,108.16,0.2,259.58,2025-02-03,23:31:52,West,33,62,Credit Card,False
972,Smartphone,Electronics,4,775.35,0.26,2295.04,2025-01-11,23:31:52,South,20,2361,Google Pay,False
973,Jeans,Clothing,2,80.23,0.0,160.46,2025-04-25,23:31:52,East,26,3744,Credit Card,True
974,Sofa,Furniture,5,488.65,0.0,2443.25,2024-11-03,23:31:52,South,25,4064,Debit Card,False
975,Laptop,Electronics,1,1193.61,0.0,1193.61,2023-08-30,00:00:00,West,29,1129,Debit Card,False
976,Sweater,Clothing,4,64.71,0.19,209.66,2024-08-18,23:31:52,West,40,296,Cash,True
977,Coffee Maker,Appliances,5,87.26,0.0,436.3,2020-02-25,00:00:00,South,21,34,Debit Card,True
978,Laptop,Electronics,3,2052.64,0.02,6034.76,2020-04-30,00:00:00,North,15,694,Apple Pay,False
979,Jacket,Clothing,1,125.13,0.18,102.61,2024-10-31,23:31:52,West,5,3478,PayPal,True
980,Shoes,Clothing,4,57.27,0.0,229.08,2025-05-01,23:31:52,South,2,2733,PayPal,True
981,Sofa,Furniture,2,496.87,0.0,993.74,2024-06-16,23:31:52,West,46,3596,Apple Pay,True
982,Chair,Furniture,4,273.29,0.27,798.01,2022-10-27,00:00:00,South,42,3003,Debit Card,True
983,Bed Frame,Furniture,3,645.13,0.0,1935.39,2023-05-19,00:00:00,East,23,4317,Debit Card,True
984,Laptop,Electronics,3,2474.98,0.0,7424.94,2025-05-02,23:31:52,North,40,501,PayPal,False
985,Blender,Appliances,2,81.81,0.0,163.62,2024-11-10,00:00:00,West,47,2655,Cash,True
986,Sweater,Clothing,4,106.42,0.0,425.68,2024-09-17,23:31:52,East,23,4956,Cash,False
987,Desk,Furniture,2,234.63,0.0,469.26,2020-04-03,00:00:00,East,29,1012,Debit Card,False
988,Toaster,Appliances,3,49.72,0.0,149.16,2024-10-30,00:00:00,South,28,618,Apple Pay,True
989,Coffee Maker,Appliances,3,198.74,0.0,596.22,2024-12-19,00:00:00,North,13,1644,PayPal,False
990,Bookshelf,Furniture,4,94.39,0.0,377.56,2025-04-22,23:31:52,East,7,665,Credit Card,False
991,Jeans,Clothing,2,74.24,0.15,126.21,2025-05-02,23:31:52,West,18,3954,Credit Card,True
992,Laptop,Electronics,5,2227.59,0.0,11137.95,2024-09-21,23:31:52,West,18,2317,Apple Pay,True
993,Tablet,Electronics,5,347.97,0.03,1687.65,2025-02-23,23:31:52,East,8,3258,Debit Card,False
994,Sofa,Furniture,4,592.74,0.0,2370.96,2025-05-07,23:31:52,East,8,357,Credit Card,True
995,Blender,Appliances,5,36.61,0.25,137.29,2022-03-25,00:00:00,East,42,2248,Apple Pay,True
996,Laptop,Electronics,1,2342.51,0.0,2342.51,2021-04-11,00:00:00,West,8,3844,Apple Pay,True
997,Keyboard,Electronics,2,102.37,0.11,182.22,2020-09-30,00:00:00,North,2,1178,Apple Pay,True
998,Smartphone,Electronics,5,1031.73,0.0,5158.65,2024-11-05,23:31:52,East,39,2087,Google Pay,True
999,Bed Frame,Furniture,1,1140.24,0.0,1140.24,2025-01-26,23:31:52,East,39,3117,PayPal,False
1000,Laptop,Electronics,5,1014.22,0.0,5071.1,2024-06-25,23:31:52,East,48,4070,Debit Card,True
1001,Laptop,Electronics,2,1479.49,0.0,2958.98,2025-05-18,23:31:52,East,35,625,PayPal,True
1002,Tablet,Electronics,3,508.49,0.01,1510.22,2021-04-16,00:00:00,South,35,4415,Credit Card,False
1003,Toaster,Appliances,5,96.02,0.0,480.1,2025-03-19,00:00:00,North,11,3007,Debit Card,True
1004,Jeans,Clothing,4,99.01,0.0,396.04,2024-09-22,23:31:52,East,28,1231,Credit Card,False
1005,Blender,Appliances,3,118.82,0.0,356.46,2025-03-15,23:31:52,North,25,4248,Apple Pay,True
1006,Blender,Appliances,2,90.31,0.0,180.62,2024-06-02,23:31:52,West,9,1285,Credit Card,True
1007,Headphones,Electronics,2,113.05,0.26,167.31,2024-07-10,23:31:52,East,25,1775,Credit Card,False
1008,Mouse,Electronics,4,52.3,0.0,209.2,2022-02-16,00:00:00,South,20,2807,Credit Card,True
1009,Jeans,Clothing,4,31.35,0.0,125.4,2023-04-02,00:00:00,South,38,140,Debit Card,False
1010,Headphones,Electronics,2,53.28,0.0,106.56,2022-12-18,00:00:00,West,28,4505,Credit Card,True
1011,Smartphone,Electronics,2,564.35,0.08,1038.4,2024-11-02,23:31:52,East,48,4308,Cash,False
1012,Keyboard,Electronics,1,105.22,0.03,102.06,2024-08-29,23:31:52,South,35,3685,Debit Card,False
1013,Mouse,Electronics,4,83.99,0.09,305.72,2024-07-02,00:00:00,South,10,494,PayPal,True
1014,Chair,Furniture,5,212.4,0.0,1062.0,2020-12-18,00:00:00,East,25,1208,Apple Pay,True
1015,Headphones,Electronics,5,130.62,0.0,653.1,2025-05-17,23:31:52,North,16,3863,Cash,True
1016,Sofa,Furniture,1,370.32,0.3,259.22,2021-08-04,00:00:00,South,24,1358,Cash,True
1017,Monitor,Electronics,3,372.29,0.05,1061.03,2024-09-20,23:31:52,West,40,4392,Google Pay,True
1018,Laptop,Electronics,2,1725.09,0.21,2725.64,2025-05-10,23:31:52,South,35,2898,Cash,True
1019,Laptop,Electronics,1,2010.62,0.0,2010.62,2022-06-06,00:00:00,North,39,304,Cash,True
1020,Smartphone,Electronics,2,513.77,0.0,1027.54,2025-01-02,23:31:52,West,41,2867,Apple Pay,True
1021,Coffee Maker,Appliances,5,204.14,0.0,1020.7,2024-12-12,23:31:52,East,41,3611,Apple Pay,False
1022,Coffee Maker,Appliances,4,196.34,0.0,785.36,2024-09-26,23:31:52,South,44,429,Debit Card,False
1023,Laptop,Electronics,2,838.7,0.0,1677.4,2024-07-07,23:31:52,North,27,1095,Apple Pay,True
1024,T-shirt,Clothing,5,42.68,0.0,213.4,2021-05-06,00:00:00,South,14,4376,PayPal,True
1025,Desk,Furniture,5,568.02,0.1,2556.09,2025-03-31,23:31:52,South,18,1558,Google Pay,False
1026,Desk,Furniture,5,151.1,0.0,755.5,2024-05-29,23:31:52,East,33,376,Debit Card,False
1027,Desk,Furniture,2,655.21,0.0,1310.42,2025-05-20,23:31:52,East,36,3046,Credit Card,True
1028,Mouse,Electronics,5,79.75,0.0,398.75,2025-03-08,23:31:52,East,49,2818,Debit Card,False
1029,Monitor,Electronics,5,674.58,0.0,3372.9,2025-03-09,23:31:52,North,5,524,Debit Card,False
1030,T-shirt,Clothing,4,29.96,0.0,119.84,2023-06-13,00:00:00,East,19,2090,Google Pay,True
1031,Sofa,Furniture,1,980.4,0.0,980.4,2024-08-02,23:31:52,South,21,4036,PayPal,True
1032,Monitor,Electronics,5,401.28,0.21,1585.06,2023-07-24,00:00:00,North,36,2863,Credit Card,False
1033,Coffee Maker,Appliances,5,44.22,0.0,221.1,2025-01-28,23:31:52,East,17,784,Credit Card,True
1034,Smartphone,Electronics,2,402.26,0.16,675.8,2022-09-26,00:00:00,North,22,4802,Debit Card,True
1035,Smartphone,Electronics,5,1164.5,0.0,5822.5,2024-10-15,23:31:52,East,24,1490,Debit Card,False
1036,Sofa,Furniture,3,973.11,0.0,2919.33,2022-07-16,00:00:00,West,14,4771,Credit Card,True
1037,Smartphone,Electronics,2,831.99,0.0,1663.98,2022-04-03,00:00:00,North,5,627,Cash,True
1038,Tablet,Electronics,2,563.81,0.0,1127.62,2024-10-25,23:31:52,South,6,2661,PayPal,True
1039,Sofa,Furniture,3,920.32,0.0,2760.96,2025-01-11,23:31:52,North,20,910,Apple Pay,True
1040,Sweater,Clothing,3,40.82,0.0,122.46,2025-01-10,23:31:52,North,43,2415,Debit Card,True
1041,Keyboard,Electronics,4,133.87,0.0,535.48,2025-02-12,23:31:52,West,38,565,PayPal,True
1042,Bed Frame,Furniture,3,1409.98,0.0,4229.94,2025-05-16,23:31:52,East,2,4592,Apple Pay,True
1043,Bed Frame,Furniture,2,1411.51,0.0,2823.02,2021-09-03,00:00:00,East,9,3146,Debit Card,True
1044,Monitor,Electronics,2,253.7,0.0,507.4,2024-08-13,23:31:52,North,42,1245,Apple Pay,True
1045,T-shirt,Clothing,5,35.74,0.0,178.7,2024-09-16,00:00:00,West,26,763,Credit Card,True
1046,Jeans,Clothing,1,85.47,0.0,85.47,2024-08-27,23:31:52,East,15,395,Credit Card,False
1047,Coffee Maker,Appliances,4,131.89,0.0,527.56,2024-10-21,23:31:52,West,36,802,Google Pay,False
1048,Bed Frame,Furniture,3,1105.55,0.0,3316.65,2024-07-05,23:31:52,East,21,1657,PayPal,False
1049,Chair,Furniture,4,356.7,0.0,1426.8,2024-06-21,00:00:00,East,39,440,PayPal,True
1050,Bookshelf,Furniture,1,107.21,0.0,107.21,2021-05-06,00:00:00,East,2,2563,Credit Card,True
1051,Keyboard,Electronics,4,161.0,0.0,644.0,2024-01-17,00:00:00,West,15,1660,Cash,False
1052,Jeans,Clothing,1,90.63,0.0,90.63,2025-05-17,23:31:52,East,20,4611,Apple Pay,False
1053,Laptop,Electronics,3,1109.07,0.0,3327.21,2022-09-16,00:00:00,West,45,1965,Credit Card,False
1054,Laptop,Electronics,4,1002.3,0.0,4009.2,2022-11-25,00:00:00,East,5,1963,Debit Card,False
1055,Bed Frame,Furniture,1,1100.58,0.0,1100.58,2024-07-13,23:31:52,East,47,4985,PayPal,True
1056,Keyboard,Electronics,2,192.07,0.01,380.3,2024-12-28,23:31:52,North,49,3558,Credit Card,True
1057,Mouse,Electronics,4,52.04,0.0,208.16,2024-06-20,23:31:52,North,15,3244,Debit Card,True
1058,Toaster,Appliances,2,84.85,0.0,169.7,2024-08-08,23:31:52,East,49,2832,Debit Card,True
1059,Tablet,Electronics,3,497.67,0.0,1493.01,2020-01-24,00:00:00,East,11,620,Debit Card,False
1060,Chair,Furniture,4,460.04,0.0,1840.16,2020-04-28,00:00:00,East,19,2097,PayPal,True
1061,Tablet,Electronics,3,486.95,0.04,1402.42,2024-03-03,00:00:00,North,47,2839,Cash,True
1062,Bed Frame,Furniture,4,740.26,0.0,2961.04,2024-07-24,23:31:52,East,40,4071,Debit Card,True
1063,Mouse,Electronics,4,38.28,0.0,153.12,2024-10-04,00:00:00,North,17,581,Debit Card,False
1064,Shoes,Clothing,4,94.86,0.21,299.76,2024-05-30,23:31:52,South,7,4497,Google Pay,True
1065,Jeans,Clothing,2,46.1,0.0,92.2,2024-08-09,23:31:52,East,2,4900,Debit Card,False
1066,Monitor,Electronics,3,182.77,0.0,548.31,2025-04-23,23:31:52,North,25,3620,Debit Card,True
1067,Jacket,Clothing,3,189.21,0.0,567.63,2024-10-03,23:31:52,West,8,1634,Cash,True
1068,Smartphone,Electronics,4,961.03,0.0,3844.12,2025-02-24,23:31:52,West,13,248,Cash,False
1069,Laptop,Electronics,4,1580.28,0.0,6321.12,2025-03-05,23:31:52,South,36,2411,Google Pay,True
1070,Sofa,Furniture,2,572.24,0.0,1144.48,2024-11-30,23:31:52,West,38,4019,Apple Pay,True
1071,Keyboard,Electronics,5,75.91,0.0,379.55,2021-06-17,00:00:00,South,13,1319,Cash,True
1072,Chair,Furniture,1,216.8,0.0,216.8,2025-02-17,23:31:52,North,46,758,Google Pay,True
1073,Tablet,Electronics,3,344.29,0.0,1032.87,2024-06-27,23:31:52,East,35,276,PayPal,False
1074,Mouse,Electronics,2,79.83,0.0,159.66,2025-01-05,23:31:52,South,41,4734,Apple Pay,False
1075,Tablet,Electronics,3,600.33,0.0,1800.99,2024-12-03,23:31:52,West,16,3255,Apple Pay,True
1076,Headphones,Electronics,3,119.33,0.1,322.19,2024-05-24,23:31:52,East,30,3490,Google Pay,False
1077,Desk,Furniture,4,514.15,0.0,2056.6,2021-01-23,00:00:00,West,9,1264,PayPal,False
1078,Headphones,Electronics,2,239.51,0.0,479.02,2025-01-23,23:31:52,West,27,1898,Credit Card,False
1079,Monitor,Electronics,2,647.5,0.3,906.5,2024-08-29,23:31:52,East,24,1450,Debit Card,True
1080,Keyboard,Electronics,4,101.14,0.0,404.56,2023-03-21,00:00:00,West,3,3013,Apple Pay,True
1081,T-shirt,Clothing,4,46.95,0.0,187.8,2024-12-10,23:31:52,East,33,4813,Credit Card,False
1082,Smartphone,Electronics,3,1084.52,0.0,3253.56,2022-09-06,00:00:00,West,38,4147,PayPal,False
1083,Chair,Furniture,1,230.03,0.0,230.03,2025-05-04,23:31:52,West,41,2227,Google Pay,False
1084,Bookshelf,Furniture,2,92.63,0.0,185.26,2024-12-07,23:31:52,South,40,1944,Credit Card,True
1085,Monitor,Electronics,1,162.15,0.28,116.75,2025-03-27,23:31:52,North,47,4810,Debit Card,True
1086,T-shirt,Clothing,3,15.72,0.0,47.16,2020-03-15,00:00:00,West,32,2796,Google Pay,False
1087,Sweater,Clothing,5,75.3,0.0,376.5,2025-05-01,23:31:52,East,42,2097,Apple Pay,True
1088,Coffee Maker,Appliances,4,142.1,0.0,568.4,2024-08-29,23:31:52,North,22,4971,Google Pay,False
1089,Desk,Furniture,4,761.15,0.0,3044.6,2025-04-12,23:31:52,West,46,2785,Google Pay,True
1090,Keyboard,Electronics,2,150.15,0.06,282.28,2024-09-05,00:00:00,West,4,655,PayPal,True
1091,Shoes,Clothing,2,135.89,0.0,271.78,2023-04-03,00:00:00,South,18,2531,Cash,True
1092,Headphones,Electronics,2,91.24,0.0,182.48,2025-01-11,23:31:52,South,5,4997,Cash,True
1093,Jacket,Clothing,5,51.1,0.0,255.5,2024-09-03,23:31:52,North,50,3180,Apple Pay,True
1094,Coffee Maker,Appliances,1,221.88,0.23,170.85,2024-08-08,23:31:52,North,9,1816,PayPal,True
1095,Jacket,Clothing,1,205.94,0.29,146.22,2024-10-30,23:31:52,North,45,191,Apple Pay,True
1096,Jeans,Clothing,4,84.3,0.03,327.08,2023-08-28,00:00:00,South,45,4132,Apple Pay,False
1097,Smartphone,Electronics,4,653.72,0.0,2614.88,2025-02-13,23:31:52,South,28,474,Credit Card,True
1098,Shoes,Clothing,2,67.09,0.0,134.18,2025-04-14,23:31:52,East,19,1854,Debit Card,True
1099,Desk,Furniture,5,413.24,0.0,2066.2,2024-09-26,23:31:52,South,50,1951,PayPal,True
1100,Tablet,Electronics,3,402.86,0.0,1208.58,2024-04-27,00:00:00,North,49,3512,Debit Card,False
1101,Blender,Appliances,5,155.12,0.0,775.6,2025-02-28,23:31:52,North,3,2831,Google Pay,False
1102,Headphones,Electronics,5,63.6,0.0,318.0,2024-05-29,23:31:52,South,17,1427,Google Pay,True
1103,Tablet,Electronics,5,308.01,0.0,1540.05,2025-01-30,23:31:52,East,34,1234,Google Pay,False
1104,Laptop,Electronics,1,2477.58,0.0,2477.58,2025-02-22,23:31:52,South,38,4837,Google Pay,True
1105,Blender,Appliances,5,83.19,0.0,415.95,2025-04-19,23:31:52,West,42,1548,PayPal,False
1106,Monitor,Electronics,3,630.81,0.0,1892.43,2024-09-03,23:31:52,West,44,3289,Debit Card,False
1107,Jeans,Clothing,3,63.17,0.0,189.51,2025-03-29,23:31:52,West,10,4657,Cash,False
1108,Laptop,Electronics,1,1286.95,0.0,1286.95,2024-10-20,23:31:52,East,17,4879,Debit Card,True
1109,Jacket,Clothing,5,164.13,0.0,820.65,2024-07-23,23:31:52,East,19,858,Cash,True
1110,Blender,Appliances,2,181.97,0.0,363.94,2024-10-27,23:31:52,South,8,2510,Cash,True
1111,Keyboard,Electronics,1,144.05,0.0,144.05,2024-09-20,23:31:52,South,13,728,Debit Card,False
1112,Headphones,Electronics,5,48.28,0.1,217.26,2025-02-16,23:31:52,East,43,913,Cash,True
1113,Sweater,Clothing,5,98.02,0.0,490.1,2020-12-27,00:00:00,East,42,3209,Cash,True
1114,Blender,Appliances,1,119.09,0.25,89.32,2020-06-03,00:00:00,East,36,576,Credit Card,True
1115,Bed Frame,Furniture,1,718.11,0.0,718.11,2025-02-07,23:31:52,West,24,4927,Cash,True
1116,Blender,Appliances,2,168.28,0.0,336.56,2024-07-15,23:31:52,East,36,1235,Debit Card,True
1117,Chair,Furniture,5,137.63,0.0,688.15,2024-07-17,23:31:52,West,35,2872,Debit Card,True
